"Mapping_ID","Project_Name","Subject_Area","Source_System","Source_Database","Source_Schema","Source_Table","Source_Column","Source_Data_Type","Source_Length","Source_Nullable","Source_PK","Source_FK","Business_Rule_ID","Business_Rule_Name","Business_Definition","Transformation_Type","Transformation_Logic","Lookup_Table","Lookup_Join_Condition","Filter_Condition","Target_System","Target_Database","Target_Schema","Target_Table","Target_Column","Target_Data_Type","Target_Length","Target_Precision","Target_Scale","Target_Nullable","Target_PK","Target_FK","DQ_Rule","DQ_Severity","DQ_Action","SCD_Type","Effective_Date_Column","End_Date_Column","Current_Flag_Column","PII_Flag","Data_Masking_Rule","Owner","Approval_Status","Release","Notes"
"MAP_0040","DE Copilot Insurance Data Product","Customer 360","CLAIMS","SRC_DB","PUBLIC","SRC_CUSTOMER","SRC_RISK_SCORE","NUMBER","10","Y","N","N","BR_0040","Customer Data Standardization","Calculated risk score","Derived","CAST(SRC_RISK_SCORE AS DATE)","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","RISK_SCORE","NUMBER","","10","2","Y","N","N","Length must not exceed target length","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for RISK_SCORE"
"MAP_0041","DE Copilot Insurance Data Product","Customer 360","CRM","SRC_DB","PUBLIC","SRC_PRODUCT","CREDIT_SCORE","NUMBER","10","Y","N","N","BR_0041","Customer Data Standardization","Customer credit score","Derived","LOWER(TRIM(CREDIT_SCORE))","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","CREDIT_SCORE","NUMBER","","10","0","Y","N","N","Must be valid date","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for CREDIT_SCORE"
"MAP_0042","DE Copilot Insurance Data Product","Customer 360","AGENCY","SRC_DB","PUBLIC","SRC_AGENT","CUSTOMER_TENURE_DAYS","NUMBER","18","Y","N","N","BR_0042","Customer Data Standardization","Customer tenure in days","Derived","CONCAT(FIRST_NAME, ' ', LAST_NAME)","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","CUSTOMER_TENURE_DAYS","NUMBER","","18","0","Y","N","N","Must be valid date","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for CUSTOMER_TENURE_DAYS"
"MAP_0043","DE Copilot Insurance Data Product","Customer 360","AGENCY","SRC_DB","PUBLIC","SRC_POLICY","MARKETING_OPT_IN","VARCHAR","1","Y","N","N","BR_0043","Customer Data Standardization","Marketing preference","Derived","ROUND(MARKETING_OPT_IN, 2)","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","MARKETING_OPT_IN","VARCHAR","1","","","Y","N","N","Length must not exceed target length","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for MARKETING_OPT_IN"
"MAP_0044","DE Copilot Insurance Data Product","Customer 360","PRODUCT_MASTER","SRC_DB","PUBLIC","SRC_CUSTOMER","EMAIL_OPT_IN","VARCHAR","1","Y","N","N","BR_0044","Customer Data Standardization","Email preference","Derived","UPPER(TRIM(EMAIL_OPT_IN))","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","EMAIL_OPT_IN","VARCHAR","1","","","Y","N","N","Must follow valid email format","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for EMAIL_OPT_IN"
"MAP_0045","DE Copilot Insurance Data Product","Customer 360","AGENCY","SRC_DB","PUBLIC","SRC_POLICY","SRC_SMS_OPT_IN","VARCHAR","1","Y","N","N","BR_0045","Customer Data Standardization","SMS preference","Derived","CAST(SRC_SMS_OPT_IN AS DATE)","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","SMS_OPT_IN","VARCHAR","1","","","Y","N","N","Must be valid date","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for SMS_OPT_IN"
"MAP_0046","DE Copilot Insurance Data Product","Customer 360","PRODUCT_MASTER","SRC_DB","PUBLIC","SRC_AGENT","CREATED_DATE","TIMESTAMP_NTZ","","N","N","N","BR_0046","Customer Data Standardization","Record created timestamp","Derived","COALESCE(CREATED_DATE, 'UNKNOWN')","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","CREATED_DATE","TIMESTAMP_NTZ","","","","N","N","N","Must exist in lookup table","HIGH","Reject Row","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for CREATED_DATE"
"MAP_0047","DE Copilot Insurance Data Product","Customer 360","PRODUCT_MASTER","SRC_DB","PUBLIC","SRC_CLAIM","UPDATED_DATE","TIMESTAMP_NTZ","","Y","N","N","BR_0047","Customer Data Standardization","Record updated timestamp","Derived","CASE WHEN UPDATED_DATE IS NULL THEN 'N' ELSE 'Y' END","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","UPDATED_DATE","TIMESTAMP_NTZ","","","","Y","N","N","Must match approved reference values","MEDIUM","Flag Record","SCD1","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for UPDATED_DATE"
"MAP_0048","DE Copilot Insurance Data Product","Customer 360","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_AGENT","CURRENT_FLAG","VARCHAR","1","N","N","N","BR_0048","Customer Data Standardization","Current row indicator","Derived","CASE WHEN CURRENT_FLAG IS NULL THEN 'N' ELSE 'Y' END","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","CURRENT_FLAG","VARCHAR","1","","","N","N","N","Must be greater than or equal to zero","HIGH","Reject Row","SCD2","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for CURRENT_FLAG"
"MAP_0049","DE Copilot Insurance Data Product","Customer 360","CLAIMS","SRC_DB","PUBLIC","SRC_CUSTOMER","EFFECTIVE_DATE","DATE","","N","N","N","BR_0049","Customer Data Standardization","SCD effective date","Direct","Direct Mapping","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","EFFECTIVE_DATE","DATE","","","","N","N","N","Must exist in lookup table","HIGH","Reject Row","SCD2","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for EFFECTIVE_DATE"
"MAP_0050","DE Copilot Insurance Data Product","Customer 360","AGENCY","SRC_DB","PUBLIC","SRC_CLAIM","SRC_EXPIRY_DATE","DATE","","Y","N","N","BR_0050","Customer Data Standardization","SCD expiry date","Derived","LOWER(TRIM(SRC_EXPIRY_DATE))","","","WHERE ACTIVE_FLAG = 'Y'","SNOWFLAKE","ANALYTICS_DB","CORE","CUSTOMER_DIM","EXPIRY_DATE","DATE","","","","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD2","EFFECTIVE_DATE","EXPIRY_DATE","CURRENT_FLAG","N","","Data Engineering Team","Approved","Release 1.0","Mapping generated for EXPIRY_DATE"
"MAP_0051","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_51","NUMBER","18","Y","N","N","BR_0051","Policy Metric Calculation","Derived business metric number 51","Derived","COALESCE(SRC_METRIC_51, 0)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_51","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_51"
"MAP_0052","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_52","NUMBER","18","Y","N","N","BR_0052","Policy Metric Calculation","Derived business metric number 52","Derived","SUM(SRC_METRIC_52) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_52","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_52"
"MAP_0053","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_53","NUMBER","18","Y","N","N","BR_0053","Policy Metric Calculation","Derived business metric number 53","Derived","SUM(SRC_METRIC_53) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_53","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_53"
"MAP_0054","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_54","NUMBER","18","Y","N","N","BR_0054","Policy Metric Calculation","Derived business metric number 54","Derived","SRC_METRIC_54 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_54","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_54"
"MAP_0055","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_55","NUMBER","18","Y","N","N","BR_0055","Policy Metric Calculation","Derived business metric number 55","Derived","ROUND(SRC_METRIC_55, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_55","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_55"
"MAP_0056","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_56","NUMBER","18","Y","N","N","BR_0056","Policy Metric Calculation","Derived business metric number 56","Derived","ROUND(SRC_METRIC_56, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_56","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_56"
"MAP_0057","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_57","NUMBER","18","Y","N","N","BR_0057","Policy Metric Calculation","Derived business metric number 57","Derived","ROUND(SRC_METRIC_57, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_57","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_57"
"MAP_0058","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_58","NUMBER","18","Y","N","N","BR_0058","Policy Metric Calculation","Derived business metric number 58","Derived","SUM(SRC_METRIC_58) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_58","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_58"
"MAP_0059","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_59","NUMBER","18","Y","N","N","BR_0059","Policy Metric Calculation","Derived business metric number 59","Derived","COALESCE(SRC_METRIC_59, 0)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_59","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_59"
"MAP_0060","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_60","NUMBER","18","Y","N","N","BR_0060","Policy Metric Calculation","Derived business metric number 60","Derived","SRC_METRIC_60 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_60","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_60"
"MAP_0061","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_61","NUMBER","18","Y","N","N","BR_0061","Policy Metric Calculation","Derived business metric number 61","Derived","ROUND(SRC_METRIC_61, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_61","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_61"
"MAP_0062","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_62","NUMBER","18","Y","N","N","BR_0062","Policy Metric Calculation","Derived business metric number 62","Derived","CASE WHEN SRC_METRIC_62 < 0 THEN 0 ELSE SRC_METRIC_62 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_62","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_62"
"MAP_0063","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_63","NUMBER","18","Y","N","N","BR_0063","Policy Metric Calculation","Derived business metric number 63","Derived","ROUND(SRC_METRIC_63, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_63","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_63"
"MAP_0064","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_64","NUMBER","18","Y","N","N","BR_0064","Policy Metric Calculation","Derived business metric number 64","Derived","CASE WHEN SRC_METRIC_64 < 0 THEN 0 ELSE SRC_METRIC_64 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_64","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_64"
"MAP_0065","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_65","NUMBER","18","Y","N","N","BR_0065","Policy Metric Calculation","Derived business metric number 65","Derived","CASE WHEN SRC_METRIC_65 < 0 THEN 0 ELSE SRC_METRIC_65 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_65","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_65"
"MAP_0066","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_66","NUMBER","18","Y","N","N","BR_0066","Policy Metric Calculation","Derived business metric number 66","Derived","ROUND(SRC_METRIC_66, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_66","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_66"
"MAP_0067","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_67","NUMBER","18","Y","N","N","BR_0067","Policy Metric Calculation","Derived business metric number 67","Derived","SUM(SRC_METRIC_67) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_67","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_67"
"MAP_0068","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_68","NUMBER","18","Y","N","N","BR_0068","Policy Metric Calculation","Derived business metric number 68","Derived","ROUND(SRC_METRIC_68, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_68","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_68"
"MAP_0069","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_69","NUMBER","18","Y","N","N","BR_0069","Policy Metric Calculation","Derived business metric number 69","Derived","SUM(SRC_METRIC_69) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_69","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_69"
"MAP_0070","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_70","NUMBER","18","Y","N","N","BR_0070","Policy Metric Calculation","Derived business metric number 70","Derived","SUM(SRC_METRIC_70) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_70","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_70"
"MAP_0071","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_71","NUMBER","18","Y","N","N","BR_0071","Policy Metric Calculation","Derived business metric number 71","Derived","SRC_METRIC_71 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_71","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_71"
"MAP_0072","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_72","NUMBER","18","Y","N","N","BR_0072","Policy Metric Calculation","Derived business metric number 72","Derived","SRC_METRIC_72 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_72","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_72"
"MAP_0073","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_73","NUMBER","18","Y","N","N","BR_0073","Policy Metric Calculation","Derived business metric number 73","Derived","COALESCE(SRC_METRIC_73, 0)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_73","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_73"
"MAP_0074","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_74","NUMBER","18","Y","N","N","BR_0074","Policy Metric Calculation","Derived business metric number 74","Derived","SRC_METRIC_74 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_74","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_74"
"MAP_0075","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_75","NUMBER","18","Y","N","N","BR_0075","Policy Metric Calculation","Derived business metric number 75","Derived","SUM(SRC_METRIC_75) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_75","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_75"
"MAP_0076","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_76","NUMBER","18","Y","N","N","BR_0076","Policy Metric Calculation","Derived business metric number 76","Derived","ROUND(SRC_METRIC_76, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_76","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_76"
"MAP_0077","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_77","NUMBER","18","Y","N","N","BR_0077","Policy Metric Calculation","Derived business metric number 77","Derived","SUM(SRC_METRIC_77) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_77","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_77"
"MAP_0078","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_78","NUMBER","18","Y","N","N","BR_0078","Policy Metric Calculation","Derived business metric number 78","Derived","CASE WHEN SRC_METRIC_78 < 0 THEN 0 ELSE SRC_METRIC_78 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_78","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_78"
"MAP_0079","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_79","NUMBER","18","Y","N","N","BR_0079","Policy Metric Calculation","Derived business metric number 79","Derived","SUM(SRC_METRIC_79) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_79","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_79"
"MAP_0080","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_80","NUMBER","18","Y","N","N","BR_0080","Policy Metric Calculation","Derived business metric number 80","Derived","CASE WHEN SRC_METRIC_80 < 0 THEN 0 ELSE SRC_METRIC_80 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_80","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_80"
"MAP_0081","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_81","NUMBER","18","Y","N","N","BR_0081","Policy Metric Calculation","Derived business metric number 81","Derived","SUM(SRC_METRIC_81) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_81","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_81"
